Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_M,Reached.on.Time_Y.N
3,3,220,3,1,7,5323,0,0,0,0,1,0,1,1
3,1,186,3,2,4,5515,0,0,0,0,0,1,0,1
3,3,147,2,1,52,1040,0,0,1,0,0,1,0,1
3,2,294,4,1,15,1318,1,0,0,0,0,1,0,1
3,3,148,2,1,42,1950,1,0,0,0,0,1,1,1
4,1,209,2,1,10,5066,1,0,0,0,0,1,0,0
5,3,216,10,2,4,4409,0,0,0,0,1,0,1,1
4,2,186,2,1,2,5604,0,0,0,1,0,0,1,1
3,3,213,3,2,7,4133,0,0,0,0,0,1,1,0
4,3,235,5,1,4,1839,0,0,0,1,0,0,0,1
3,5,203,10,2,1,4996,0,0,0,1,0,1,0,0
5,3,113,3,2,5,4743,0,0,0,0,0,1,0,0
5,2,165,5,2,9,5313,0,1,0,0,0,1,1,0
5,2,175,3,1,1,4019,1,0,0,0,0,1,1,0
6,4,255,4,1,3,1569,0,0,0,1,0,1,0,1
6,4,225,4,2,10,4723,0,0,1,0,0,1,1,0
5,5,169,4,1,2,4188,1,0,0,0,0,0,0,0
4,2,202,2,1,45,3008,1,0,0,0,1,0,0,1
5,5,212,5,1,6,4463,1,0,0,0,0,1,0,0
4,5,201,3,1,10,4530,0,0,0,1,0,1,0,1
3,4,182,3,2,7,5409,0,0,0,0,1,0,0,1
4,2,242,2,2,8,5243,0,0,0,0,0,0,0,1
4,5,211,2,1,4,4106,0,0,1,0,0,0,0,1
3,2,229,7,3,3,5584,0,0,0,1,0,1,1,0
2,5,271,3,1,4,5775,0,0,0,0,0,0,1,0
3,3,159,3,1,3,5230,0,0,0,0,0,1,1,1
4,4,132,4,2,44,1692,0,1,0,0,0,1,0,1
3,1,242,4,1,10,4809,1,0,0,0,1,0,1,1
4,5,183,2,2,2,4533,0,0,0,1,0,0,0,1
4,4,140,3,2,11,1911,0,0,1,0,0,1,1,1
5,3,208,4,2,10,2419,0,0,0,0,0,0,1,1
2,1,189,2,3,48,2429,0,0,0,0,0,1,1,1
3,1,183,4,1,5,5326,0,0,1,0,0,1,1,0
4,1,204,3,2,3,4310,0,0,0,0,0,0,1,0
4,1,247,3,1,5,5636,0,0,1,0,0,1,1,1
3,3,239,3,1,8,5366,0,0,0,1,0,1,1,1
3,2,263,3,2,3,4181,0,0,0,1,0,1,0,0
5,2,132,3,2,4,4475,0,0,1,0,0,0,0,1
3,4,164,3,3,55,1293,0,1,0,0,0,1,0,1
3,5,190,10,2,27,2739,0,1,0,0,0,1,0,1
4,1,232,5,2,9,1145,1,0,0,0,1,0,1,0
3,4,203,4,2,46,3640,0,0,0,1,0,1,1,1
3,1,162,2,1,52,1125,1,0,0,0,0,1,0,1
4,3,201,3,1,46,3641,0,0,0,1,0,1,0,1
5,4,271,4,1,5,1184,0,0,0,1,0,1,0,1
5,4,135,2,2,20,1908,0,0,0,1,0,1,0,1
4,1,258,3,2,36,2211,1,0,0,0,1,0,1,1
3,2,134,2,2,45,1946,0,0,0,1,1,0,0,1
6,5,194,5,1,8,4777,1,0,0,0,0,1,0,0
6,2,144,7,3,1,5501,0,0,0,0,0,1,1,0
5,2,192,7,2,2,4045,0,0,0,1,0,1,1,1
5,2,111,4,2,7,4424,0,0,0,1,0,1,0,0
3,4,98,3,1,5,4432,0,0,1,0,0,1,1,0
2,3,144,4,1,10,4075,0,1,0,0,0,1,0,0
5,2,250,2,2,6,5565,0,1,0,0,1,0,0,0
2,1,109,4,1,3,5264,0,0,0,1,0,1,0,1
7,4,192,3,1,33,1694,1,0,0,0,0,1,0,1
6,3,218,6,3,5,4352,0,0,0,1,0,1,0,1
5,4,228,3,2,20,3382,0,1,0,0,0,1,1,1
3,5,187,3,1,20,2374,0,0,0,1,0,1,1,1
4,3,170,3,1,21,1588,0,0,0,1,0,1,0,1
3,5,205,6,1,25,2232,0,1,0,0,0,1,0,1
6,4,254,5,2,10,1435,0,0,0,1,0,1,0,0
5,2,168,2,2,20,1539,0,0,0,1,1,0,1,1
4,4,207,10,1,1,4602,1,0,0,0,0,1,0,0
3,5,271,3,1,9,5328,1,0,0,0,0,0,0,0
5,1,274,2,2,24,2423,0,1,0,0,0,1,1,1
2,5,265,2,1,50,3859,0,0,0,0,0,1,0,1
6,5,268,4,1,2,1324,0,0,0,1,0,0,0,0
3,4,209,3,1,37,2215,0,0,0,1,0,1,1,1
3,4,242,10,3,5,4127,0,0,0,0,0,1,1,0
4,4,174,2,1,11,1577,0,0,0,1,0,1,0,1
4,3,136,3,2,4,5769,0,0,1,0,0,0,0,1
4,1,154,4,2,1,5480,1,0,0,0,0,0,1,0
2,3,164,5,1,7,1243,0,0,0,0,0,1,1,0
3,1,158,2,1,2,1284,0,0,0,0,1,0,1,1
3,3,199,3,1,7,5258,0,0,1,0,1,0,1,1
4,2,139,3,1,29,1365,0,0,0,0,0,1,1,1
5,1,165,3,1,27,1905,0,0,0,1,0,1,0,1
4,2,249,5,1,1,1200,0,1,0,0,0,1,1,0
5,1,266,3,1,8,4786,0,1,0,0,0,0,1,1
3,4,202,5,3,5,4632,0,0,1,0,1,0,1,0
5,4,266,6,2,7,4486,0,0,0,1,0,0,0,0
4,4,155,4,1,10,5483,0,0,0,1,1,0,0,1
3,4,145,3,1,7,4079,0,0,0,0,0,1,0,1
3,2,232,2,1,39,2139,0,0,0,1,0,1,0,1
4,3,246,3,1,5,4710,1,0,0,0,0,1,0,0
3,3,208,3,2,61,3783,0,0,0,0,0,1,1,1
5,4,256,5,1,6,1551,0,0,0,1,0,1,1,0
4,3,271,2,2,9,4967,1,0,0,0,0,1,1,1
2,1,104,7,1,30,1870,0,0,0,0,0,1,1,1
3,5,201,2,2,2,4440,0,0,0,0,0,1,1,0
3,1,214,2,3,10,4310,0,0,0,1,0,1,0,0
7,5,253,4,1,6,1344,0,0,1,0,0,1,0,1
5,4,216,2,1,6,4535,0,1,0,0,0,1,0,0
3,1,199,2,2,18,3346,0,1,0,0,0,1,0,1
5,5,245,5,1,10,1289,1,0,0,0,0,1,1,1
5,4,255,3,1,1,5775,0,0,0,0,0,1,0,1
5,3,224,5,1,5,1842,0,0,0,0,0,0,1,0
3,2,214,2,2,7,1693,1,0,0,0,0,1,1,0
4,4,261,5,1,4,1649,0,0,1,0,0,1,0,1
4,3,252,2,2,51,2658,1,0,0,0,1,0,0,1
6,1,213,3,1,63,1548,0,0,0,1,0,1,1,1
3,1,133,3,2,5,4538,0,0,0,0,0,1,0,0
6,4,292,4,2,5,1793,0,0,0,0,0,1,1,0
5,4,222,3,1,3,5555,0,1,0,0,0,1,1,0
5,2,249,5,3,28,2846,0,0,0,0,0,1,0,1
3,5,126,2,1,63,1141,0,0,1,0,0,1,0,1
4,5,153,2,1,1,4492,0,0,0,1,0,1,1,0
3,5,258,3,1,21,3446,0,0,0,1,0,0,1,1
2,5,263,3,1,5,2947,0,1,0,0,1,0,0,1
5,4,182,3,2,11,3545,0,0,0,1,0,0,0,1
4,1,223,3,1,9,4832,0,0,0,0,0,1,0,0
3,3,221,3,1,5,4388,0,1,0,0,0,1,0,0
6,5,244,3,1,9,5634,0,0,0,1,1,0,1,0
6,1,283,5,1,5,1298,0,0,0,0,0,1,0,0
5,4,208,6,2,8,5098,0,0,0,1,1,0,1,0
3,2,115,3,1,27,1814,0,0,0,1,0,0,0,1
5,3,243,6,1,1,1856,0,0,1,0,1,0,0,0
5,1,267,4,1,5,4440,0,0,1,0,0,1,1,1
3,2,155,3,2,7,1434,0,1,0,0,0,1,0,1
3,5,219,6,1,1,1394,0,0,0,1,0,1,1,0
4,3,106,2,2,6,5867,0,0,0,1,0,1,0,0
5,4,214,2,2,1,3709,0,0,1,0,0,1,0,1
5,5,200,3,1,6,4401,0,0,1,0,0,1,1,1
3,5,194,4,1,1,5534,0,1,0,0,0,1,1,0
5,5,246,5,2,6,1053,0,0,0,0,0,1,1,0
4,2,180,3,2,6,4417,0,0,0,0,0,1,1,0
2,1,255,3,1,19,1551,1,0,0,0,0,1,1,1
4,4,246,3,1,9,5041,0,0,1,0,0,1,1,0
3,4,235,3,1,4,5498,0,0,0,1,0,0,1,0
4,5,184,3,1,5,4039,0,0,0,1,0,1,1,1
3,5,132,3,1,7,4013,0,0,1,0,0,0,1,1
5,5,264,6,3,8,4644,0,0,1,0,0,1,1,1
5,1,256,5,1,5,1970,1,0,0,0,0,1,0,0
6,3,269,4,1,4,1948,0,1,0,0,0,0,0,1
3,3,137,3,3,7,5794,0,0,0,0,1,0,1,1
3,4,144,3,1,50,1865,0,0,0,1,1,0,1,1
6,5,98,3,1,8,5946,0,0,0,1,0,1,0,0
3,5,172,10,3,1,4929,0,0,0,0,0,1,0,1
4,5,210,4,2,28,3905,0,1,0,0,0,0,0,1
6,5,308,4,1,7,1078,0,0,0,1,0,0,0,0
5,5,238,6,1,3,1351,0,0,0,1,0,1,1,0
4,3,183,3,1,4,5866,0,0,0,0,0,1,1,0
3,5,225,3,1,1,2864,0,0,0,1,0,1,0,1
3,2,181,3,2,45,3786,0,0,1,0,0,0,1,1
4,4,184,3,2,2,4639,0,0,0,0,1,0,1,0
3,1,236,2,2,8,5591,0,0,0,1,0,0,0,0
4,5,186,7,2,1,4357,0,0,1,0,0,1,0,0
2,2,170,3,3,7,4284,0,0,0,1,0,1,0,1
6,5,255,4,1,9,1113,0,0,0,1,0,1,0,0
4,2,146,3,2,7,4381,1,0,0,0,0,1,1,1
4,5,243,2,1,19,2829,0,1,0,0,0,1,1,1
3,3,238,3,1,61,3096,0,0,0,0,0,1,0,1
5,5,245,4,2,12,2225,0,0,0,1,1,0,0,1
5,3,223,2,2,9,5735,1,0,0,0,0,1,0,0
4,3,136,3,2,20,1531,0,0,0,1,0,1,1,1
2,5,107,3,2,2,4853,0,0,0,0,0,1,1,0
4,1,260,4,1,2,4091,0,0,0,1,0,0,1,1
3,5,168,5,2,9,5731,0,0,1,0,0,0,1,1
5,1,179,3,1,62,1945,0,0,0,0,1,0,0,1
4,1,144,4,1,8,4970,0,0,0,0,0,1,1,0
5,5,221,5,1,7,1958,0,0,0,1,0,1,1,1
3,1,145,4,1,58,1751,0,0,0,0,1,0,0,1
5,1,216,3,1,40,2668,0,0,0,0,0,1,1,1
6,4,276,4,1,2,1120,0,0,1,0,0,1,0,1
2,2,190,3,1,51,2380,0,1,0,0,0,1,1,1
3,3,231,2,2,24,2177,0,0,0,0,0,1,0,1
5,1,235,5,2,6,1059,1,0,0,0,0,1,0,1
4,4,192,3,1,25,2443,0,0,0,0,0,1,0,1
4,2,189,3,2,6,3671,0,0,0,1,0,1,1,1
3,4,160,4,1,56,1408,0,1,0,0,0,1,0,1
4,5,189,3,2,3,5193,0,0,0,1,0,1,0,0
3,2,164,10,3,14,1375,0,0,1,0,0,1,1,1
3,5,271,4,2,1,5852,0,0,0,1,0,1,1,1
5,3,273,4,2,2,4186,0,0,0,0,0,1,1,1
4,3,139,3,2,47,1323,0,1,0,0,0,1,0,1
3,4,194,3,2,7,4565,0,0,1,0,0,0,1,0
3,5,243,2,2,42,3421,0,0,1,0,1,0,1,1
3,2,262,7,3,5,5985,0,1,0,0,0,1,1,1
4,3,238,2,2,2,5328,0,0,0,0,0,0,0,0
6,3,280,3,1,7,4620,1,0,0,0,0,1,1,1
5,5,168,3,1,6,4088,0,0,0,1,0,1,0,1
3,4,162,3,1,17,1700,0,0,0,1,0,1,1,1
4,4,272,2,1,1,4013,1,0,0,0,0,1,1,1
4,4,209,6,1,7,4852,0,0,0,1,0,0,0,0
4,2,203,3,1,4,5699,0,0,1,0,0,0,0,0
3,3,232,4,2,3,5828,0,0,1,0,0,1,1,0
3,2,223,3,2,6,2127,0,0,1,0,0,1,0,1
5,2,248,5,1,3,1046,0,0,0,1,0,1,0,1
4,3,142,3,1,35,1512,0,0,0,1,1,0,0,1
6,5,287,4,1,8,1465,0,0,0,0,0,1,1,0
5,5,211,3,2,7,5983,0,0,0,1,0,1,0,1
3,1,147,2,2,52,1934,0,0,0,1,0,1,1,1
4,1,232,5,2,6,1247,1,0,0,0,0,1,0,0
3,1,192,3,2,4,4997,0,0,0,0,0,1,1,1
3,2,223,2,1,10,4604,0,0,1,0,0,1,0,0
3,2,144,5,2,43,1027,0,1,0,0,1,0,1,1
3,5,229,3,2,12,3049,0,0,0,1,0,1,0,1
5,4,281,4,2,40,3381,0,0,0,1,0,1,0,1
3,1,241,2,1,8,5602,1,0,0,0,0,1,1,1
4,2,200,2,1,8,4222,0,1,0,0,0,0,0,0
3,2,154,2,3,4,1009,0,1,0,0,0,1,0,1
5,1,236,2,1,2,4987,1,0,0,0,1,0,0,1
4,3,249,3,2,6,5657,0,0,0,1,0,1,0,1
4,3,211,7,3,9,5652,0,0,0,0,0,1,1,1
5,5,224,5,1,7,1505,0,0,1,0,0,1,0,0
4,4,198,2,2,2,5725,1,0,0,0,0,1,1,1
3,2,227,2,2,9,4659,0,0,0,0,0,0,1,0
5,3,211,3,1,5,5087,0,0,0,1,0,1,0,0
3,4,134,3,2,31,1540,1,0,0,0,0,1,0,1
3,3,181,2,2,58,3719,0,0,0,1,0,1,1,1
2,3,129,5,2,3,5444,0,1,0,0,0,1,1,1
2,5,123,4,2,8,4042,0,0,0,1,0,1,1,0
4,3,251,5,2,2,1482,0,0,0,1,0,1,1,0
3,4,265,8,1,35,3299,0,0,1,0,0,1,0,1
3,4,217,3,1,5,4077,0,0,0,1,0,0,0,0
5,5,234,2,2,44,2548,0,1,0,0,0,1,1,1
2,3,142,3,2,38,7640,0,0,1,0,0,1,0,1
3,4,169,3,1,4,5716,1,0,0,0,0,1,0,0
7,5,301,4,1,7,1727,0,0,0,0,0,1,0,0
5,3,270,5,2,9,1764,1,0,0,0,1,0,1,1
5,3,167,2,1,3,1140,0,1,0,0,0,0,1,1
7,1,289,4,1,4,1543,0,0,0,1,0,1,0,1
5,5,217,6,2,5,1616,0,0,1,0,0,1,1,0
4,4,156,2,2,7,5938,0,0,1,0,0,0,0,0
4,4,137,3,2,8,4066,0,0,0,1,0,0,0,1
3,3,249,2,2,9,4034,0,0,0,1,0,1,1,1
4,1,172,3,2,7,4883,0,0,0,0,0,0,1,0
7,2,291,4,1,8,1275,0,0,1,0,0,1,0,0
3,1,202,3,2,7,5818,0,0,0,1,0,1,0,0
4,1,264,6,1,7,1007,0,0,0,1,1,0,1,0
3,1,189,4,1,4,4785,0,0,0,1,0,1,0,0
3,5,183,2,1,8,5881,0,1,0,0,0,1,1,1
2,3,139,3,1,9,1471,0,0,0,0,0,1,1,1
6,2,309,4,2,8,1930,1,0,0,0,0,1,0,0
5,1,137,2,1,52,1012,0,0,0,0,0,1,1,1
4,4,211,4,2,8,4747,0,0,1,0,0,1,1,1
3,1,112,2,3,22,1846,1,0,0,0,0,1,1,1
6,3,298,4,1,1,1657,0,1,0,0,1,0,0,0
6,4,284,4,1,7,1518,0,0,0,0,0,1,0,1
4,1,201,4,2,59,2925,1,0,0,0,0,1,1,1
4,4,248,3,3,10,4532,0,1,0,0,0,0,0,0
3,3,227,2,2,24,2749,0,0,1,0,0,1,0,1
4,2,156,3,2,5,4946,1,0,0,0,0,1,1,1
2,3,141,4,2,8,4702,0,0,0,0,0,1,1,0
4,1,258,3,2,7,4159,0,0,1,0,0,1,1,0
3,5,180,4,1,9,5105,1,0,0,0,0,1,0,1
4,4,173,5,2,2,1175,0,0,0,1,0,1,0,1
3,4,138,3,2,10,4327,0,1,0,0,0,0,0,1
5,5,232,5,2,6,1246,1,0,0,0,0,0,0,0
6,2,263,6,1,4,4591,0,1,0,0,1,0,0,1
3,2,265,6,1,9,5936,1,0,0,0,0,1,1,0
3,5,238,2,3,5,4052,0,1,0,0,0,1,1,0
4,1,225,2,1,4,4102,0,0,0,1,1,0,1,0
3,3,152,2,2,3,4193,0,0,0,1,0,1,1,1
4,5,163,3,3,4,5863,0,0,0,1,0,1,1,0
4,4,249,10,2,2,4190,0,1,0,0,0,1,0,0
5,5,245,5,2,4,4627,1,0,0,0,0,1,0,0
3,1,242,10,3,9,5151,0,1,0,0,1,0,1,1
4,4,243,3,3,4,5082,0,1,0,0,0,1,0,1
3,2,133,5,2,9,5744,0,0,0,1,1,0,1,1
4,4,197,7,2,22,2065,0,0,0,1,0,1,0,1
4,3,194,2,2,4,5780,0,1,0,0,0,1,1,1
4,5,247,2,2,9,4656,0,0,1,0,0,1,0,0
6,4,260,4,2,10,1927,0,0,0,1,0,1,0,0
5,3,267,4,2,1,4837,1,0,0,0,0,0,0,1
3,2,122,4,1,9,5299,0,1,0,0,1,0,0,1
2,5,223,3,2,35,3437,0,0,0,1,0,1,1,1
6,1,295,4,2,6,1611,0,1,0,0,1,0,0,0
7,3,310,4,2,7,1989,0,0,1,0,0,1,0,0
5,1,130,4,3,9,4946,1,0,0,0,0,1,0,1
3,5,151,2,1,16,1422,0,0,0,1,0,0,0,1
4,4,260,2,1,17,3068,1,0,0,0,0,1,1,1
2,2,267,3,2,15,2481,0,1,0,0,0,1,1,1
3,1,236,6,2,10,4858,0,1,0,0,1,0,0,0
4,1,146,3,1,1,4831,0,0,0,1,0,0,0,1
7,1,308,4,2,5,1705,0,0,0,1,0,0,1,0
5,1,231,7,3,9,5558,0,0,0,1,0,0,0,0
4,4,236,2,2,5,5266,0,0,1,0,0,1,0,0
5,2,198,3,1,44,3706,0,0,0,0,0,1,0,1
3,1,230,3,2,3,4957,1,0,0,0,0,1,1,0
5,3,195,4,1,9,5577,0,0,1,0,0,1,0,0
3,2,256,2,2,9,4228,1,0,0,0,0,1,0,1
6,1,170,3,1,10,4858,1,0,0,0,0,1,0,0
4,5,259,2,1,7,4390,0,0,0,0,1,0,1,1
5,3,239,5,2,19,2988,1,0,0,0,1,0,0,1
3,2,143,4,2,22,1249,1,0,0,0,1,0,0,1
4,4,234,5,1,7,1871,0,1,0,0,0,1,1,0
4,2,190,6,3,5,4139,0,0,1,0,0,1,1,1
6,3,251,4,1,1,1230,0,1,0,0,0,1,1,1
4,3,255,5,1,1,1192,0,0,1,0,0,0,1,0
4,1,160,2,1,28,1276,0,0,0,1,0,1,1,1
5,3,236,5,2,10,1630,0,1,0,0,1,0,1,0
5,3,245,5,1,8,1471,0,0,0,0,1,0,1,0
3,1,206,3,2,28,2892,0,0,0,1,0,1,1,1
5,5,219,3,2,27,3430,1,0,0,0,0,1,1,1
3,2,150,10,1,6,5580,0,0,1,0,0,1,0,0
4,3,219,5,1,8,1702,0,1,0,0,0,0,0,1
4,2,186,3,1,6,4524,1,0,0,0,1,0,1,0
2,2,210,3,2,10,4324,1,0,0,0,0,1,0,1
4,3,181,3,2,10,4541,0,0,0,0,0,0,1,1
3,2,151,2,1,3,4759,0,0,0,1,0,1,0,0
6,1,117,7,2,4,4211,0,0,0,0,0,1,0,0
5,2,265,3,1,10,4347,0,0,0,1,0,1,1,1
4,3,262,2,1,10,5524,0,0,0,1,0,1,1,1
3,3,237,2,2,8,5516,0,0,0,1,0,1,1,0
4,4,218,2,1,4,4104,0,0,1,0,0,1,1,1
6,1,238,6,1,13,2442,0,0,0,0,0,1,0,1
2,1,199,2,1,10,5345,1,0,0,0,0,0,0,0
4,4,143,8,2,12,1326,0,0,0,1,0,0,1,1
4,5,140,3,1,7,5383,0,0,0,0,0,0,0,0
5,1,137,5,1,8,4584,0,0,0,1,0,0,0,0
3,1,249,2,2,1,5190,0,0,1,0,0,1,0,1
4,1,224,5,1,7,5738,0,0,0,1,1,0,0,0
4,4,216,4,2,27,3740,0,0,0,0,0,0,1,1
3,1,194,2,1,8,4335,0,0,0,1,0,0,1,1
2,4,153,2,2,57,1264,0,0,1,0,0,1,0,1
6,1,258,4,1,3,1506,0,0,0,0,1,0,1,0
3,3,207,3,1,7,4816,0,1,0,0,0,1,1,1
4,5,248,3,1,2,5310,0,0,0,1,1,0,0,1
6,5,247,6,2,3,4832,0,0,0,1,1,0,1,0
3,1,232,2,2,2,5104,0,0,0,1,0,1,0,1
4,4,212,4,2,2,3830,0,0,1,0,0,1,0,1
5,5,266,5,2,7,1440,0,0,0,1,0,1,1,0
4,1,152,2,3,2,5396,0,0,0,1,1,0,1,0
3,4,204,2,1,10,5844,0,0,0,1,0,1,0,1
3,3,242,3,1,7,3127,0,0,0,1,1,0,0,1
4,2,252,3,2,4,5782,0,0,0,1,0,1,0,0
4,2,222,3,1,4,5919,1,0,0,0,1,0,1,0
3,1,268,3,2,3,3040,0,0,0,1,1,0,1,1
5,3,192,7,2,10,5976,0,0,1,0,0,1,1,0
4,2,258,3,3,10,4643,1,0,0,0,0,1,1,1
3,4,148,3,1,37,1523,0,0,0,0,0,1,1,1
4,1,245,6,1,7,1884,0,0,1,0,1,0,0,1
4,3,138,3,1,2,5593,1,0,0,0,0,0,0,0
5,4,255,6,1,3,4638,0,0,0,1,0,1,1,0
4,4,226,7,1,9,2182,0,0,1,0,0,1,1,1
7,3,272,4,2,2,1754,0,1,0,0,0,1,1,0
5,4,226,2,1,6,4547,0,0,0,1,0,1,1,0
4,3,108,6,1,22,1745,1,0,0,0,0,1,0,1
5,4,257,2,1,55,2257,0,0,0,0,0,1,1,1
3,3,153,3,1,3,4829,0,0,0,1,1,0,0,0
5,3,197,4,2,51,2917,0,1,0,0,0,0,0,1
3,5,189,2,1,8,4567,1,0,0,0,0,0,1,0
4,3,275,5,1,2,4622,0,0,0,1,0,1,1,1
3,1,225,2,3,43,2585,0,0,0,1,0,1,0,1
4,2,239,2,2,9,4360,1,0,0,0,1,0,0,0
5,1,207,2,3,3,4083,0,0,1,0,0,1,1,0
3,4,234,3,2,37,2111,0,0,0,0,0,1,0,1
3,5,155,4,1,1,4432,0,0,0,0,0,1,0,1
4,3,161,3,1,52,1199,0,0,0,1,1,0,0,1
4,1,168,2,1,41,1515,0,1,0,0,1,0,0,1
3,2,98,3,2,60,1057,0,0,0,1,0,1,0,1
6,2,240,6,1,3,5967,0,0,1,0,1,0,1,1
4,5,216,3,2,1,5167,1,0,0,0,0,1,1,1
3,5,141,3,2,10,5775,0,1,0,0,0,1,1,0
5,5,167,3,1,53,1564,0,0,0,1,0,1,0,1
5,2,168,3,1,26,1526,1,0,0,0,0,1,1,1
3,2,221,2,2,10,4715,0,0,0,0,0,1,1,1
7,2,301,4,1,1,1339,0,0,0,0,0,1,1,0
5,1,120,3,1,7,4381,0,0,0,1,0,1,1,1
6,4,112,4,2,9,4005,0,0,1,0,0,1,0,1
4,1,261,4,2,6,4888,0,0,1,0,0,1,0,0
4,2,207,3,2,5,4702,0,1,0,0,0,1,0,1
5,1,275,5,1,3,1062,0,0,0,1,0,1,0,0
4,4,221,4,1,2,5595,0,0,0,1,0,1,0,1
6,5,300,5,1,1,1188,0,1,0,0,0,1,1,0
5,2,134,4,1,5,5090,0,1,0,0,0,1,1,0
3,5,228,4,2,57,2243,0,0,0,1,0,1,1,1
4,5,221,3,2,3,4430,0,0,1,0,0,1,0,1
3,2,200,3,1,46,3642,0,0,1,0,0,1,1,1
3,4,250,3,1,6,4830,0,0,0,0,0,1,1,1
4,1,274,4,2,42,2430,0,1,0,0,0,1,0,1
4,5,231,3,1,4,5174,1,0,0,0,0,1,0,1
2,3,206,4,2,2,5443,0,0,1,0,0,1,0,0
5,3,247,5,1,10,1699,0,0,0,1,0,0,1,1
3,1,167,3,1,4,5943,0,0,1,0,0,1,0,1
4,1,144,4,2,8,4303,0,0,0,1,0,1,1,0
3,3,251,3,1,8,4246,0,0,0,0,0,1,1,0
6,1,265,4,1,1,1345,0,0,0,0,0,1,0,1
3,1,223,3,1,8,5318,0,1,0,0,1,0,1,0
4,2,271,5,2,4,1633,0,0,0,0,0,1,1,1
3,5,240,3,2,54,2919,0,0,0,1,0,1,0,1
4,2,231,4,2,6,2512,0,0,0,0,0,1,0,1
4,2,177,6,1,3,4392,0,1,0,0,0,1,0,1
3,2,243,4,2,4,4410,0,1,0,0,0,1,1,1
7,5,243,5,2,28,1100,0,0,0,1,0,1,1,1
5,2,252,3,1,6,4013,0,1,0,0,0,1,1,1
3,4,228,3,2,8,5419,0,0,0,1,0,1,0,0
2,2,98,5,2,10,4368,0,0,0,1,0,1,1,0
3,3,167,3,2,24,1111,0,0,1,0,0,1,0,1
3,2,272,2,1,33,2321,0,1,0,0,1,0,1,1
4,4,209,3,2,52,2740,0,0,1,0,1,0,0,1
5,4,222,6,1,9,1003,0,0,0,1,0,1,0,0
2,5,177,6,2,41,1772,0,1,0,0,0,1,0,1
4,2,158,3,2,9,4078,0,0,0,1,1,0,0,1
2,2,177,4,1,8,5878,0,0,0,1,0,1,1,1
3,2,272,3,1,7,5657,1,0,0,0,0,1,1,1
6,2,159,5,2,22,1247,1,0,0,0,0,0,0,1
3,1,192,3,1,4,5179,0,0,1,0,0,1,0,0
3,2,226,2,2,45,1446,0,0,0,1,1,0,1,1
5,4,187,2,2,10,3549,0,0,0,0,0,1,0,1
5,4,259,5,1,4,1991,0,0,1,0,0,1,0,1
4,3,251,3,2,46,2632,1,0,0,0,0,1,0,1
3,4,110,3,1,55,1281,0,0,1,0,0,1,0,1
3,1,166,2,1,10,5932,0,0,0,0,0,0,0,1
5,5,209,3,1,49,3893,0,0,0,0,0,0,1,1
3,2,225,3,3,5,4304,0,0,1,0,0,1,1,1
5,1,195,6,3,8,4944,0,0,1,0,0,0,0,1
5,4,208,4,2,8,4116,1,0,0,0,0,1,0,0
4,5,196,2,1,51,3151,0,1,0,0,1,0,1,1
4,1,197,3,1,2,4326,1,0,0,0,1,0,1,0
3,4,223,3,1,18,3959,0,0,1,0,0,1,1,1
4,5,216,2,1,8,5767,0,0,0,1,0,1,0,1
5,5,229,6,1,6,1857,0,0,1,0,0,0,0,0
5,4,142,3,1,8,5468,0,0,0,1,0,0,0,1
3,2,264,3,2,5,3861,0,0,0,0,0,0,1,1
3,5,132,3,2,4,4212,0,1,0,0,0,0,0,0
5,3,141,2,2,4,5257,0,0,1,0,1,0,1,0
4,1,118,5,1,50,1413,0,1,0,0,0,1,1,1
5,5,234,2,3,50,3914,0,0,1,0,1,0,1,1
4,4,201,10,2,17,2059,1,0,0,0,0,1,1,1
4,2,183,3,1,5,3716,0,0,1,0,0,1,1,1
6,2,243,4,1,9,1258,0,0,0,1,0,1,1,1
5,4,242,5,1,10,1365,0,0,0,1,1,0,0,0
5,5,235,5,1,4,5908,0,1,0,0,0,0,0,1
5,4,270,3,2,9,4992,0,0,1,0,0,1,1,1
4,1,171,2,1,6,5719,0,0,0,1,0,1,0,1
2,3,260,2,1,1,4547,0,0,0,1,0,1,0,0
4,3,173,3,1,7,4810,0,0,0,1,0,1,0,1
6,4,258,4,1,2,1051,0,0,1,0,0,0,0,1
6,5,305,4,2,9,1072,0,1,0,0,0,1,0,0
4,3,127,5,1,5,1205,0,0,1,0,0,1,0,1
4,3,189,3,2,4,4410,1,0,0,0,1,0,0,0
4,1,173,4,1,5,5530,0,0,1,0,0,0,0,1
5,4,215,2,2,34,2713,0,0,1,0,0,1,1,1
5,3,261,4,2,5,4623,0,1,0,0,1,0,0,1
5,2,191,3,3,52,2028,0,0,0,0,0,1,0,1
6,3,241,6,3,8,3878,0,0,0,0,1,0,0,1
3,3,175,3,3,55,1229,0,0,0,0,0,1,0,1
5,2,240,5,1,7,1923,0,0,0,1,0,0,0,0
3,5,204,2,2,5,4504,0,1,0,0,0,1,0,1
3,4,216,3,2,3,5651,1,0,0,0,0,1,1,0
4,3,269,2,2,2,4158,0,0,1,0,0,1,1,0
6,2,146,3,1,62,1936,0,1,0,0,0,1,0,1
